id,title,salary,address,educational,workExperience,companyPeople,companyNature,companyTitle,type,avg_salary,salary_low,salary_high,salary_issue,is_outlier,city
41656,数据分析师,15K-30K,广州,本科,1-3年,少于50人,国企,广发银行股份有限公司信用卡中心,数据分析,22.5,15.0,30.0,,False,广州
41655,数据分析师,20K-40K,北京,本科,3-5年,150-500人,国企,北京必来屋网络科技有限公司,数据分析,30.0,20.0,40.0,,False,北京
41654,数据分析师,20K-40K,北京,本科,5-10年,50-150人,上市公司,北京三快在线科技有限公司,数据分析,30.0,20.0,40.0,,False,北京
41653,数据分析,12K-20K,苏州,本科,1-3年,50-150人,民营公司,苏州瑞翼信息技术有限公司,数据分析,16.0,12.0,20.0,,False,苏州
41652,资深数据分析师,20K-35K,北京,本科,5-10年,150-500人,上市公司,北京创智优品科技有限公司,数据分析,27.5,20.0,35.0,,False,北京
41651,数据分析实习生,4K-5K,广州,本科,在校/应届,500-1000人,合资,广州艾德旺斯珠宝科技有限公司,数据分析,4.5,4.0,5.0,,False,广州
41650,医药数据分析,1K-2K,南京,本科,在校/应届,少于50人,上市公司,正大天晴药业集团股份有限公司,数据分析,1.5,1.0,2.0,,False,南京
41649,数据分析实习生,1K-2K,深圳,本科,经验不限,10000人以上,民营公司,深圳市前海房极客网络科技有限公司,数据分析,1.5,1.0,2.0,,False,深圳
41648,传播数据分析实习生,1K-2K,北京,本科,经验不限,少于50人,民营公司,中国科学院计算机网络信息中心,数据分析,1.5,1.0,2.0,,False,北京
41647,数据分析师,12K-24K,苏州,本科,1-3年,50-150人,外资(非欧美),苏州瑞翼信息技术有限公司,数据分析,18.0,12.0,24.0,,False,苏州
41646,数据分析,15K-30K,北京,本科,3-5年,150-500人,民营公司,北京萌宝科技有限公司,数据分析,22.5,15.0,30.0,,False,北京
41645,高级数据分析师,20K-30K,成都,本科,5-10年,50-150人,上市公司,昆仑智汇数据科技（北京）有限公司,数据分析,25.0,20.0,30.0,,False,成都
41644,数据分析师,15K-25K,深圳,本科,3-5年,150-500人,外资(欧美),深圳市睿服科技有限公司,数据分析,20.0,15.0,25.0,,False,深圳
41643,数据分析师,4K-8K,郑州,大专,1-3年,少于50人,民营公司,郑州红翊商贸有限公司,数据分析,6.0,4.0,8.0,,False,郑州
41642,数据分析师,7K-10K,成都,本科,1-3年,1000-5000人,民营公司,中天浩会计师事务所有限公司,数据分析,8.5,7.0,10.0,,False,成都
41641,数据分析师,15K-30K,广州,本科,1-3年,10000人以上,外资(非欧美),广发银行股份有限公司信用卡中心,数据分析,22.5,15.0,30.0,,False,广州
41640,数据分析师,20K-40K,北京,本科,3-5年,50-150人,民营公司,北京必来屋网络科技有限公司,数据分析,30.0,20.0,40.0,,False,北京
41639,数据分析师,20K-40K,北京,本科,5-10年,500-1000人,外资(非欧美),北京三快在线科技有限公司,数据分析,30.0,20.0,40.0,,False,北京
41638,数据分析,12K-20K,苏州,本科,1-3年,1000-5000人,民营公司,苏州瑞翼信息技术有限公司,数据分析,16.0,12.0,20.0,,False,苏州
41637,资深数据分析师,20K-35K,北京,本科,5-10年,少于50人,上市公司,北京创智优品科技有限公司,数据分析,27.5,20.0,35.0,,False,北京
41636,数据分析实习生,4K-5K,广州,本科,在校/应届,150-500人,民营公司,广州艾德旺斯珠宝科技有限公司,数据分析,4.5,4.0,5.0,,False,广州
41635,医药数据分析,1K-2K,南京,本科,在校/应届,150-500人,国企,正大天晴药业集团股份有限公司,数据分析,1.5,1.0,2.0,,False,南京
41634,数据分析实习生,1K-2K,深圳,本科,经验不限,500-1000人,民营公司,深圳市前海房极客网络科技有限公司,数据分析,1.5,1.0,2.0,,False,深圳
41633,传播数据分析实习生,1K-2K,北京,本科,经验不限,1000-5000人,合资,中国科学院计算机网络信息中心,数据分析,1.5,1.0,2.0,,False,北京
41632,数据开发工程师,8K-16K,深圳,大专,1-3年,500-1000人,上市公司,深圳市晨特电子有限公司,开发工程师,12.0,8.0,16.0,,False,深圳
41631,数据开发工程师,15K-20K,上海,本科,3-5年,150-500人,上市公司,上海全晓信息技术有限公司,开发工程师,17.5,15.0,20.0,,False,上海
41630,数据开发工程师,22K-24K,北京,本科,5-10年,150-500人,事业单位,京北方信息技术股份有限公司,开发工程师,23.0,22.0,24.0,,False,北京
41629,数据开发工程师,10K-12K,广州,本科,3-5年,500-1000人,事业单位,广州南天电脑系统有限公司,开发工程师,11.0,10.0,12.0,,False,广州
41628,数据开发工程师,15K-30K,北京,本科,3-5年,少于50人,国企,奇点浩翰数据技术（北京）有限公司,开发工程师,22.5,15.0,30.0,,False,北京
41627,数据开发工程师,15K-30K,深圳,本科,1-3年,500-1000人,民营公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
41626,数据开发工程师,15K-30K,深圳,本科,经验不限,150-500人,国企,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
41625,数据开发工程师,13K-25K,北京,本科,1-3年,1000-5000人,上市公司,北京第三石科技发展有限公司,开发工程师,19.0,13.0,25.0,,False,北京
41624,数据开发工程师,7K-14K,北京,本科,经验不限,500-1000人,民营公司,北京睿智思科科技发展有限公司,开发工程师,10.5,7.0,14.0,,False,北京
41623,数据开发工程师,15K-30K,北京,本科,1-3年,500-1000人,外资(非欧美),北京指南针科技发展股份有限公司,开发工程师,22.5,15.0,30.0,,False,北京
41622,数据开发工程师,15K-18K,深圳,本科,3-5年,10000人以上,上市公司,深圳深智无限科技有限公司,开发工程师,16.5,15.0,18.0,,False,深圳
41621,数据开发工程师,9K-14K,成都,本科,1-3年,500-1000人,民营公司,四川威名智慧物流科技有限公司,开发工程师,11.5,9.0,14.0,,False,成都
41620,数据开发工程师,10K-15K,深圳,本科,3-5年,1000-5000人,民营公司,深圳华会科技有限公司,开发工程师,12.5,10.0,15.0,,False,深圳
