id,title,salary,address,educational,workExperience,companyPeople,companyNature,companyTitle,type,avg_salary,salary_low,salary_high,salary_issue,is_outlier,city
63404,数据湖工程师,15K-18K,上海·浦东新区,学历不限,经验不限,10000人以上,外资（欧美）,威立雅（中国）环境服务有限公司,大数据,16.5,15.0,18.0,,False,上海
63400,专线解决方案客户经理,12K-20K,上海·徐汇区,学历不限,经验不限,50-150人,民营,安徽瑞合大数据科技有限公司,大数据,16.0,12.0,20.0,,False,上海
63396,AI数据产品经理,30K-40K,北京,学历不限,经验不限,10000人以上,未知,美团,大数据,35.0,30.0,40.0,,False,北京
63395,数据挖掘工程师,30K-50K,北京,学历不限,经验不限,10000人以上,未知,美团,大数据,40.0,30.0,50.0,,False,北京
63393,算法工程师,10K-20K,上海·徐汇区,学历不限,经验不限,150-500人,民营,雅通数据科技（上海）有限公司,大数据,15.0,10.0,20.0,,False,上海
63392,销售经理(数据中心),15K-30K,北京,学历不限,经验不限,150-500人,外资（非欧美）,中金数据运营管理（天津）有限公司,大数据,22.5,15.0,30.0,,False,北京
63390,大数据开发工程师,15K-20K,上海·闵行区,学历不限,经验不限,150-500人,合资,上海沣海智能科技有限公司,大数据,17.5,15.0,20.0,,False,上海
63388,大数据开发工程师,12K-14K,上海·徐汇区,学历不限,经验不限,50-150人,民营,上海仟寻网络科技有限公司,大数据,13.0,12.0,14.0,,False,上海
63387,大数据开发工程师,20K-30K,北京·通州区,学历不限,经验不限,500-1000人,民营,阳光数智科技有限责任公司,大数据,25.0,20.0,30.0,,False,北京
63386,IDC售前经理,20K-30K,上海·静安区,学历不限,经验不限,150-500人,民营,国动大数据集团有限公司,大数据,25.0,20.0,30.0,,False,上海
63385,大数据运维工程师,16K-25K,上海·徐汇区,学历不限,经验不限,1000-5000人,国企,太保科技有限公司,大数据,20.5,16.0,25.0,,False,上海
63384,大数据工程师(J11707),15K-25K,上海·浦东新区,学历不限,经验不限,1000-5000人,未知,上海皓元医药股份有限公司,大数据,20.0,15.0,25.0,,False,上海
63382,软件工程师（大数据清洗、算法）,12K-24K,上海·青浦区,学历不限,经验不限,150-500人,民营,慧石（上海）测控科技有限公司,大数据,18.0,12.0,24.0,,False,上海
63381,法务,15K-20K,上海·宝山区,学历不限,经验不限,50-150人,民营,江苏云泰大数据有限公司,大数据,17.5,15.0,20.0,,False,上海
63380,python大数据工程师(数据采集岗),10K-12K,北京·海淀区,学历不限,经验不限,500-1000人,民营,北京远大创新科技有限公司,大数据,11.0,10.0,12.0,,False,北京
63376,高级数据研发工程师,25K-35K,北京,学历不限,经验不限,500-1000人,国企,北京牡丹电子集团有限责任公司,大数据,30.0,25.0,35.0,,False,北京
63375,AI大数据工程师,10K-16K,北京·朝阳区,学历不限,经验不限,少于50人,民营,北京萌田电子科技有限公司,大数据,13.0,10.0,16.0,,False,北京
63374,AI新工业算力工程师,15K-17K,上海·嘉定区,学历不限,经验不限,150-500人,民营,上海生大医保股份有限公司,大数据,16.0,15.0,17.0,,False,上海
63372,数据工程师,11K-22K,上海·浦东新区,学历不限,经验不限,500-1000人,民营,北京浩星科技有限公司,大数据,16.5,11.0,22.0,,False,上海
63370,大模型研发工程师（北京）,15K-27K,北京,学历不限,经验不限,50-150人,民营,浙江时空智子大数据有限公司,大数据,21.0,15.0,27.0,,False,北京
63369,大模型研发工程师（上海）,15K-27K,上海·虹口区,学历不限,经验不限,50-150人,民营,浙江时空智子大数据有限公司,大数据,21.0,15.0,27.0,,False,上海
63368,大数据管理与应用,13K-16K,上海,学历不限,经验不限,1000-5000人,合资,博世华域转向系统有限公司,大数据,14.5,13.0,16.0,,False,上海
63367,行业咨询工程师（数据业务研发）-上海电缆所,12K-15K,上海,学历不限,经验不限,50-150人,国企,上海电缆研究所有限公司,大数据,13.5,12.0,15.0,,False,上海
63366,大数据讲师,12K-15K,北京·大兴区,学历不限,经验不限,少于50人,民营,河北唯快科技有限公司,大数据,13.5,12.0,15.0,,False,北京
63364,算法专家,28K-45K,上海·徐汇区,学历不限,经验不限,150-500人,民营,雅通数据科技（上海）有限公司,大数据,36.5,28.0,45.0,,False,上海
63363,数据挖掘分析岗(J10443),16K-30K,北京·西城区,学历不限,经验不限,150-500人,国企,国民养老保险股份有限公司,大数据,23.0,16.0,30.0,,False,北京
63362,技术经理岗（大数据平台）(J10417),16K-30K,北京·西城区,学历不限,经验不限,150-500人,国企,国民养老保险股份有限公司,大数据,23.0,16.0,30.0,,False,北京
63361,金融科技委员会-应用开发二部-数据开发岗G01040,20K-40K,上海·浦东新区,学历不限,经验不限,1000-5000人,国企,中信期货有限公司,大数据,30.0,20.0,40.0,,False,上海
63359,数据开发工程师,17K-27K,上海,学历不限,经验不限,5000-10000人,民营,上海吉祥航空股份有限公司,大数据,22.0,17.0,27.0,,False,上海
63358,机器人数据架构工程师,15K-30K,上海·浦东新区,学历不限,经验不限,少于50人,民营,上海成电福智科技有限公司,大数据,22.5,15.0,30.0,,False,上海
63357,BD客户经理,15K-20K,上海·徐汇区,学历不限,经验不限,50-150人,民营,阿锐巴数据科技（上海）有限公司,大数据,17.5,15.0,20.0,,False,上海
63355,IT数据治理工程师,15K-25K,上海,学历不限,经验不限,5000-10000人,民营,上海吉祥航空股份有限公司,大数据,20.0,15.0,25.0,,False,上海
63354,大客户经理（高压功率器件）,15K-25K,上海·浦东新区,学历不限,经验不限,少于50人,民营,上海超致半导体科技有限公司,大数据,20.0,15.0,25.0,,False,上海
63353,大数据行业招聘主管,20K-30K,北京·海淀区,学历不限,经验不限,未知,民营,汕头市和煦管理咨询有限公司,大数据,25.0,20.0,30.0,,False,北京
63351,大数据开发工程师(J22497),10K-15K,上海·闵行区,学历不限,经验不限,10000人以上,外资（非欧美）,上海旺旺食品集团有限公司,大数据,12.5,10.0,15.0,,False,上海
63350,数据科学部 数据工程师/平台运维工程师 ID201885,20K-30K,上海,学历不限,经验不限,1000-5000人,外资（非欧美）,东亚银行（中国）有限公司,大数据,25.0,20.0,30.0,,False,上海
63349,数据ETL工程师,12K-18K,北京·石景山区,学历不限,经验不限,500-1000人,民营,北京浩星科技有限公司,大数据,15.0,12.0,18.0,,False,北京
63347,数据创新应用岗,10K-20K,上海·浦东新区,学历不限,经验不限,10000人以上,国企,申能财产保险股份有限公司,大数据,15.0,10.0,20.0,,False,上海
63346,大数据运维工程师,20K-30K,北京,学历不限,经验不限,500-1000人,国企,北京牡丹电子集团有限责任公司,大数据,25.0,20.0,30.0,,False,北京
63342,大数据开发工程师,22K-44K,北京,学历不限,经验不限,未知,民营,北京弈云网络科技有限公司,大数据,33.0,22.0,44.0,,False,北京
63341,AI 大数据与企业应用系统工程师,15K-20K,上海·浦东新区,学历不限,经验不限,少于50人,民营,上海丰标信息技术服务有限公司,大数据,17.5,15.0,20.0,,False,上海
63340,大数据工程师,15K-30K,上海·闵行区,学历不限,经验不限,50-150人,民营,上海壹亘精密机床有限公司,大数据,22.5,15.0,30.0,,False,上海
63339,数据分析师 - 商业分析,20K-40K,北京,学历不限,经验不限,10000人以上,未知,美团,大数据,30.0,20.0,40.0,,False,北京
63338,数据分析业务架构师,25K-40K,北京·朝阳区,学历不限,经验不限,10000人以上,外资（欧美）,施耐德电气（中国）有限公司,大数据,32.5,25.0,40.0,,False,北京
63337,数据治理工程师（医疗AI方向）,20K-30K,上海,学历不限,经验不限,未知,民营,上海景润鸿泰健康管理有限公司,大数据,25.0,20.0,30.0,,False,上海
63336,Java开发工程师（大数据/人工智能方向）,10K-15K,北京·海淀区,学历不限,经验不限,150-500人,国企,北京万方软件有限公司,大数据,12.5,10.0,15.0,,False,北京
63335,数据分析师,10K-20K,上海·黄浦区,学历不限,经验不限,50-150人,民营,上海硕恩网络科技股份有限公司,大数据,15.0,10.0,20.0,,False,上海
63334,26届校招技术（JAVA、大模型算法）,15K-20K,上海,学历不限,经验不限,5000-10000人,未知,泛微网络科技股份有限公司,大数据,17.5,15.0,20.0,,False,上海
63332,精算数据风控岗,15K-30K,上海·杨浦区,学历不限,经验不限,500-1000人,外资（非欧美）,国泰财产保险有限责任公司,大数据,22.5,15.0,30.0,,False,上海
63331,算法工程师（大模型方向）,20K-40K,北京·昌平区,学历不限,经验不限,5000-10000人,未知,前锦网络信息技术（上海）有限公司,大数据,30.0,20.0,40.0,,False,北京
63329,数据平台架构师,18K-25K,上海·徐汇区,学历不限,经验不限,150-500人,外资（非欧美）,宁波思艾特软件有限公司,大数据,21.5,18.0,25.0,,False,上海
63326,数据咨询顾问,13K-20K,上海·静安区,学历不限,经验不限,50-150人,民营,又冰信息科技（上海）有限公司,大数据,16.5,13.0,20.0,,False,上海
63325,大数据开发工程师（急招）,12K-15K,上海·浦东新区,学历不限,经验不限,未知,民营,上海学获帮教育科技有限公司,大数据,13.5,12.0,15.0,,False,上海
63324,大客户销售,12K-24K,上海·嘉定区,学历不限,经验不限,50-150人,民营,爱上云（上海）技术有限公司,大数据,18.0,12.0,24.0,,False,上海
63323,大客户销售（上海）,20K-25K,上海,学历不限,经验不限,50-150人,民营,南京贝塔大数据科技有限公司,大数据,22.5,20.0,25.0,,False,上海
63322,大数据工程师,15K-25K,上海·浦东新区,学历不限,经验不限,150-500人,国企,上海浦东软件园股份有限公司,大数据,20.0,15.0,25.0,,False,上海
63321,算法工程师（大模型方向）-2026届博士,20K-40K,北京,学历不限,经验不限,5000-10000人,未知,前锦网络信息技术（上海）有限公司,大数据,30.0,20.0,40.0,,False,北京
63319,数据开发工程师,25K-35K,上海·静安区,学历不限,经验不限,未知,民营,北京晶澳能源科技有限公司,大数据,30.0,25.0,35.0,,False,上海
63317,人事经理,10K-15K,上海·徐汇区,学历不限,经验不限,50-150人,民营,安徽瑞合大数据科技有限公司,大数据,12.5,10.0,15.0,,False,上海
63316,大客户销售（北京）,25K-50K,北京·西城区,学历不限,经验不限,50-150人,民营,南京贝塔大数据科技有限公司,大数据,37.5,25.0,50.0,,False,北京
63313,数据开发工程师,20K-25K,上海,学历不限,经验不限,10000人以上,未知,美年大健康产业控股股份有限公司,大数据,22.5,20.0,25.0,,False,上海
63312,基础数据运维岗(J11647),20K-21K,上海·浦东新区,学历不限,经验不限,5000-10000人,国企,光大证券股份有限公司,大数据,20.5,20.0,21.0,,False,上海
63311,人工智能算法工程师,20K-33K,北京·东城区,学历不限,经验不限,150-500人,民营,武汉天源迪科数据科技有限公司,大数据,26.5,20.0,33.0,,False,北京
63309,初中级算法-通信类/大数据项目-统本,15K-25K,北京·昌平区,学历不限,经验不限,1000-5000人,民营,深圳建广数字科技有限公司青岛分公司,大数据,20.0,15.0,25.0,,False,北京
63304,数据开发工程师,13K-25K,北京,本科,1-3年,150-500人,国企,北京第三石科技发展有限公司,开发工程师,19.0,13.0,25.0,,False,北京
63303,数据开发工程师,7K-14K,北京,本科,经验不限,1000-5000人,上市公司,北京睿智思科科技发展有限公司,开发工程师,10.5,7.0,14.0,,False,北京
63302,数据开发工程师,9K-14K,成都,本科,1-3年,150-500人,合资,四川威名智慧物流科技有限公司,开发工程师,11.5,9.0,14.0,,False,成都
63301,数据开发工程师,15K-30K,北京,本科,3-5年,1000-5000人,民营公司,奇点浩翰数据技术（北京）有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63300,数据开发工程师,22K-24K,北京,本科,5-10年,50-150人,民营公司,京北方信息技术股份有限公司,开发工程师,23.0,22.0,24.0,,False,北京
63299,数据开发工程师,15K-30K,深圳,本科,经验不限,500-1000人,合资,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63298,数据开发工程师,10K-15K,深圳,本科,3-5年,50-150人,民营公司,深圳华会科技有限公司,开发工程师,12.5,10.0,15.0,,False,深圳
63297,数据/Django Web开发实习生,1K-2K,上海,本科,在校/应届,50-150人,民营公司,中国科学院脑科学与智能技术卓越创新中心,开发工程师,1.5,1.0,2.0,,False,上海
63296,实习c++数据算法工程师工业软,1K-2K,天津,本科,经验不限,50-150人,民营公司,成都长数机器人有限公司,算法工程师,1.5,1.0,2.0,,False,天津
63295,数据开发工程师,8K-16K,深圳,大专,1-3年,少于50人,民营公司,深圳市晨特电子有限公司,开发工程师,12.0,8.0,16.0,,False,深圳
63294,数据开发工程师,15K-20K,上海,本科,3-5年,50-150人,外资(欧美),上海全晓信息技术有限公司,开发工程师,17.5,15.0,20.0,,False,上海
63293,数据开发工程师,10K-12K,广州,本科,3-5年,500-1000人,外资(非欧美),广州南天电脑系统有限公司,开发工程师,11.0,10.0,12.0,,False,广州
63292,数据开发工程师,15K-30K,深圳,本科,1-3年,150-500人,合资,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63291,数据开发工程师,15K-18K,深圳,本科,3-5年,1000-5000人,民营公司,深圳深智无限科技有限公司,开发工程师,16.5,15.0,18.0,,False,深圳
63290,数据开发工程师,15K-30K,北京,本科,1-3年,50-150人,外资(欧美),北京指南针科技发展股份有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63289,数据开发工程师,13K-25K,北京,本科,1-3年,50-150人,民营公司,北京第三石科技发展有限公司,开发工程师,19.0,13.0,25.0,,False,北京
63288,数据开发工程师,7K-14K,北京,本科,经验不限,少于50人,合资,北京睿智思科科技发展有限公司,开发工程师,10.5,7.0,14.0,,False,北京
63287,数据开发工程师,9K-14K,成都,本科,1-3年,150-500人,国企,四川威名智慧物流科技有限公司,开发工程师,11.5,9.0,14.0,,False,成都
63286,数据开发工程师,15K-30K,北京,本科,3-5年,150-500人,上市公司,奇点浩翰数据技术（北京）有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63285,数据开发工程师,22K-24K,北京,本科,5-10年,500-1000人,合资,京北方信息技术股份有限公司,开发工程师,23.0,22.0,24.0,,False,北京
63284,数据开发工程师,15K-30K,深圳,本科,经验不限,少于50人,创业公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63283,数据开发工程师,10K-15K,深圳,本科,3-5年,150-500人,民营公司,深圳华会科技有限公司,开发工程师,12.5,10.0,15.0,,False,深圳
63282,数据/Django Web开发实习生,1K-2K,上海,本科,在校/应届,50-150人,民营公司,中国科学院脑科学与智能技术卓越创新中心,开发工程师,1.5,1.0,2.0,,False,上海
63281,实习c++数据算法工程师工业软,1K-2K,天津,本科,经验不限,150-500人,民营公司,成都长数机器人有限公司,算法工程师,1.5,1.0,2.0,,False,天津
63280,数据开发工程师,8K-16K,深圳,大专,1-3年,5000-10000人,合资,深圳市晨特电子有限公司,开发工程师,12.0,8.0,16.0,,False,深圳
63279,数据开发工程师,15K-20K,上海,本科,3-5年,10000人以上,民营公司,上海全晓信息技术有限公司,开发工程师,17.5,15.0,20.0,,False,上海
63278,数据开发工程师,10K-12K,广州,本科,3-5年,150-500人,上市公司,广州南天电脑系统有限公司,开发工程师,11.0,10.0,12.0,,False,广州
63277,数据开发工程师,15K-30K,深圳,本科,1-3年,50-150人,民营公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63276,数据开发工程师,15K-18K,深圳,本科,3-5年,500-1000人,合资,深圳深智无限科技有限公司,开发工程师,16.5,15.0,18.0,,False,深圳
63275,数据开发工程师,15K-30K,北京,本科,1-3年,150-500人,外资(欧美),北京指南针科技发展股份有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63274,数据开发工程师,13K-25K,北京,本科,1-3年,500-1000人,民营公司,北京第三石科技发展有限公司,开发工程师,19.0,13.0,25.0,,False,北京
63273,数据开发工程师,7K-14K,北京,本科,经验不限,500-1000人,民营公司,北京睿智思科科技发展有限公司,开发工程师,10.5,7.0,14.0,,False,北京
63272,数据开发工程师,9K-14K,成都,本科,1-3年,少于50人,上市公司,四川威名智慧物流科技有限公司,开发工程师,11.5,9.0,14.0,,False,成都
63271,数据开发工程师,15K-30K,北京,本科,3-5年,150-500人,外资(非欧美),奇点浩翰数据技术（北京）有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63270,数据开发工程师,22K-24K,北京,本科,5-10年,50-150人,合资,京北方信息技术股份有限公司,开发工程师,23.0,22.0,24.0,,False,北京
63269,数据开发工程师,15K-30K,深圳,本科,经验不限,150-500人,上市公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63268,数据开发工程师,10K-15K,深圳,本科,3-5年,150-500人,民营公司,深圳华会科技有限公司,开发工程师,12.5,10.0,15.0,,False,深圳
63267,数据/Django Web开发实习生,1K-2K,上海,本科,在校/应届,500-1000人,上市公司,中国科学院脑科学与智能技术卓越创新中心,开发工程师,1.5,1.0,2.0,,False,上海
63266,实习c++数据算法工程师工业软,1K-2K,天津,本科,经验不限,1000-5000人,民营公司,成都长数机器人有限公司,算法工程师,1.5,1.0,2.0,,False,天津
63265,数据开发工程师,8K-16K,深圳,大专,1-3年,5000-10000人,民营公司,深圳市晨特电子有限公司,开发工程师,12.0,8.0,16.0,,False,深圳
63264,数据开发工程师,15K-20K,上海,本科,3-5年,1000-5000人,外资(欧美),上海全晓信息技术有限公司,开发工程师,17.5,15.0,20.0,,False,上海
63263,数据开发工程师,10K-12K,广州,本科,3-5年,1000-5000人,民营公司,广州南天电脑系统有限公司,开发工程师,11.0,10.0,12.0,,False,广州
63262,数据开发工程师,15K-30K,深圳,本科,1-3年,50-150人,民营公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63261,数据开发工程师,15K-18K,深圳,本科,3-5年,1000-5000人,民营公司,深圳深智无限科技有限公司,开发工程师,16.5,15.0,18.0,,False,深圳
63260,数据开发工程师,15K-30K,北京,本科,1-3年,150-500人,民营公司,北京指南针科技发展股份有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63259,数据开发工程师,13K-25K,北京,本科,1-3年,少于50人,上市公司,北京第三石科技发展有限公司,开发工程师,19.0,13.0,25.0,,False,北京
63258,数据开发工程师,7K-14K,北京,本科,经验不限,1000-5000人,外资(欧美),北京睿智思科科技发展有限公司,开发工程师,10.5,7.0,14.0,,False,北京
63257,数据开发工程师,9K-14K,成都,本科,1-3年,500-1000人,民营公司,四川威名智慧物流科技有限公司,开发工程师,11.5,9.0,14.0,,False,成都
63256,数据开发工程师,15K-30K,北京,本科,3-5年,150-500人,民营公司,奇点浩翰数据技术（北京）有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63255,数据开发工程师,22K-24K,北京,本科,5-10年,5000-10000人,民营公司,京北方信息技术股份有限公司,开发工程师,23.0,22.0,24.0,,False,北京
63254,数据开发工程师,15K-30K,深圳,本科,经验不限,150-500人,民营公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63253,数据开发工程师,10K-15K,深圳,本科,3-5年,5000-10000人,合资,深圳华会科技有限公司,开发工程师,12.5,10.0,15.0,,False,深圳
63252,数据/Django Web开发实习生,1K-2K,上海,本科,在校/应届,少于50人,民营公司,中国科学院脑科学与智能技术卓越创新中心,开发工程师,1.5,1.0,2.0,,False,上海
63251,实习c++数据算法工程师工业软,1K-2K,天津,本科,经验不限,500-1000人,民营公司,成都长数机器人有限公司,算法工程师,1.5,1.0,2.0,,False,天津
63250,数据开发工程师,8K-16K,深圳,大专,1-3年,500-1000人,上市公司,深圳市晨特电子有限公司,开发工程师,12.0,8.0,16.0,,False,深圳
63249,数据开发工程师,15K-20K,上海,本科,3-5年,150-500人,外资(非欧美),上海全晓信息技术有限公司,开发工程师,17.5,15.0,20.0,,False,上海
63248,数据开发工程师,10K-12K,广州,本科,3-5年,500-1000人,外资(欧美),广州南天电脑系统有限公司,开发工程师,11.0,10.0,12.0,,False,广州
63247,数据开发工程师,15K-30K,深圳,本科,1-3年,150-500人,民营公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63246,数据开发工程师,15K-18K,深圳,本科,3-5年,150-500人,上市公司,深圳深智无限科技有限公司,开发工程师,16.5,15.0,18.0,,False,深圳
63245,数据开发工程师,15K-30K,北京,本科,1-3年,500-1000人,国企,北京指南针科技发展股份有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63244,数据开发工程师,13K-25K,北京,本科,1-3年,150-500人,外资(非欧美),北京第三石科技发展有限公司,开发工程师,19.0,13.0,25.0,,False,北京
63243,数据开发工程师,7K-14K,北京,本科,经验不限,150-500人,民营公司,北京睿智思科科技发展有限公司,开发工程师,10.5,7.0,14.0,,False,北京
63242,数据开发工程师,9K-14K,成都,本科,1-3年,50-150人,外资(欧美),四川威名智慧物流科技有限公司,开发工程师,11.5,9.0,14.0,,False,成都
63241,数据开发工程师,15K-30K,北京,本科,3-5年,150-500人,民营公司,奇点浩翰数据技术（北京）有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63240,数据开发工程师,22K-24K,北京,本科,5-10年,150-500人,民营公司,京北方信息技术股份有限公司,开发工程师,23.0,22.0,24.0,,False,北京
63239,数据开发工程师,15K-30K,深圳,本科,经验不限,50-150人,上市公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63238,数据开发工程师,10K-15K,深圳,本科,3-5年,150-500人,合资,深圳华会科技有限公司,开发工程师,12.5,10.0,15.0,,False,深圳
63237,数据/Django Web开发实习生,1K-2K,上海,本科,在校/应届,500-1000人,民营公司,中国科学院脑科学与智能技术卓越创新中心,开发工程师,1.5,1.0,2.0,,False,上海
63236,实习c++数据算法工程师工业软,1K-2K,天津,本科,经验不限,500-1000人,民营公司,成都长数机器人有限公司,算法工程师,1.5,1.0,2.0,,False,天津
63235,数据开发工程师,8K-16K,深圳,大专,1-3年,500-1000人,民营公司,深圳市晨特电子有限公司,开发工程师,12.0,8.0,16.0,,False,深圳
63234,数据开发工程师,15K-20K,上海,本科,3-5年,150-500人,上市公司,上海全晓信息技术有限公司,开发工程师,17.5,15.0,20.0,,False,上海
63233,数据开发工程师,10K-12K,广州,本科,3-5年,1000-5000人,上市公司,广州南天电脑系统有限公司,开发工程师,11.0,10.0,12.0,,False,广州
63232,数据开发工程师,15K-30K,深圳,本科,1-3年,150-500人,国企,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63231,数据开发工程师,15K-18K,深圳,本科,3-5年,150-500人,上市公司,深圳深智无限科技有限公司,开发工程师,16.5,15.0,18.0,,False,深圳
63230,数据开发工程师,15K-30K,北京,本科,1-3年,150-500人,民营公司,北京指南针科技发展股份有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63229,数据开发工程师,13K-25K,北京,本科,1-3年,5000-10000人,民营公司,北京第三石科技发展有限公司,开发工程师,19.0,13.0,25.0,,False,北京
63228,数据开发工程师,7K-14K,北京,本科,经验不限,5000-10000人,外资(非欧美),北京睿智思科科技发展有限公司,开发工程师,10.5,7.0,14.0,,False,北京
63227,数据开发工程师,9K-14K,成都,本科,1-3年,150-500人,国企,四川威名智慧物流科技有限公司,开发工程师,11.5,9.0,14.0,,False,成都
63226,数据开发工程师,15K-30K,北京,本科,3-5年,1000-5000人,民营公司,奇点浩翰数据技术（北京）有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63225,数据开发工程师,22K-24K,北京,本科,5-10年,1000-5000人,合资,京北方信息技术股份有限公司,开发工程师,23.0,22.0,24.0,,False,北京
63224,数据开发工程师,15K-30K,深圳,本科,经验不限,10000人以上,民营公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63223,数据开发工程师,10K-15K,深圳,本科,3-5年,50-150人,民营公司,深圳华会科技有限公司,开发工程师,12.5,10.0,15.0,,False,深圳
63222,数据/Django Web开发实习生,1K-2K,上海,本科,在校/应届,500-1000人,事业单位,中国科学院脑科学与智能技术卓越创新中心,开发工程师,1.5,1.0,2.0,,False,上海
63221,实习c++数据算法工程师工业软,1K-2K,天津,本科,经验不限,500-1000人,上市公司,成都长数机器人有限公司,算法工程师,1.5,1.0,2.0,,False,天津
63220,数据开发工程师,8K-16K,深圳,大专,1-3年,1000-5000人,创业公司,深圳市晨特电子有限公司,开发工程师,12.0,8.0,16.0,,False,深圳
63219,数据开发工程师,15K-20K,上海,本科,3-5年,150-500人,民营公司,上海全晓信息技术有限公司,开发工程师,17.5,15.0,20.0,,False,上海
63218,数据开发工程师,10K-12K,广州,本科,3-5年,50-150人,民营公司,广州南天电脑系统有限公司,开发工程师,11.0,10.0,12.0,,False,广州
63217,数据开发工程师,15K-30K,深圳,本科,1-3年,150-500人,上市公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63216,数据开发工程师,15K-18K,深圳,本科,3-5年,50-150人,上市公司,深圳深智无限科技有限公司,开发工程师,16.5,15.0,18.0,,False,深圳
63215,数据开发工程师,15K-30K,北京,本科,1-3年,1000-5000人,民营公司,北京指南针科技发展股份有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63214,数据开发工程师,13K-25K,北京,本科,1-3年,500-1000人,国企,北京第三石科技发展有限公司,开发工程师,19.0,13.0,25.0,,False,北京
63213,数据开发工程师,7K-14K,北京,本科,经验不限,150-500人,上市公司,北京睿智思科科技发展有限公司,开发工程师,10.5,7.0,14.0,,False,北京
63212,数据开发工程师,9K-14K,成都,本科,1-3年,少于50人,民营公司,四川威名智慧物流科技有限公司,开发工程师,11.5,9.0,14.0,,False,成都
63211,数据开发工程师,15K-30K,北京,本科,3-5年,150-500人,民营公司,奇点浩翰数据技术（北京）有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63210,数据开发工程师,22K-24K,北京,本科,5-10年,1000-5000人,外资(欧美),京北方信息技术股份有限公司,开发工程师,23.0,22.0,24.0,,False,北京
63209,数据开发工程师,15K-30K,深圳,本科,经验不限,150-500人,民营公司,深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63208,数据开发工程师,10K-15K,深圳,本科,3-5年,1000-5000人,合资,深圳华会科技有限公司,开发工程师,12.5,10.0,15.0,,False,深圳
63207,数据/Django Web开发实习生,1K-2K,上海,本科,在校/应届,少于50人,合资,中国科学院脑科学与智能技术卓越创新中心,开发工程师,1.5,1.0,2.0,,False,上海
63206,实习c++数据算法工程师工业软,1K-2K,天津,本科,经验不限,500-1000人,民营公司,成都长数机器人有限公司,算法工程师,1.5,1.0,2.0,,False,天津
63205,数据开发工程师,8K-16K,深圳,大专,1-3年,5000-10000人,国企,深圳市晨特电子有限公司,开发工程师,12.0,8.0,16.0,,False,深圳
63204,数据开发工程师,15K-20K,上海,本科,3-5年,150-500人,创业公司,上海全晓信息技术有限公司,开发工程师,17.5,15.0,20.0,,False,上海
63203,数据开发工程师,10K-12K,广州,本科,3-5年,5000-10000人,民营公司,广州南天电脑系统有限公司,开发工程师,11.0,10.0,12.0,,False,广州
63202,数据开发工程师,15K-30K,深圳,本科,1-3年,150-500人,外资(非欧美),深圳市领星网络科技有限公司,开发工程师,22.5,15.0,30.0,,False,深圳
63201,数据开发工程师,15K-18K,深圳,本科,3-5年,10000人以上,民营公司,深圳深智无限科技有限公司,开发工程师,16.5,15.0,18.0,,False,深圳
63200,数据开发工程师,15K-30K,北京,本科,1-3年,50-150人,上市公司,北京指南针科技发展股份有限公司,开发工程师,22.5,15.0,30.0,,False,北京
63199,数据开发工程师,13K-25K,北京,本科,1-3年,150-500人,民营公司,北京第三石科技发展有限公司,开发工程师,19.0,13.0,25.0,,False,北京
63198,数据开发工程师,7K-14K,北京,本科,经验不限,500-1000人,国企,北京睿智思科科技发展有限公司,开发工程师,10.5,7.0,14.0,,False,北京
63197,数据开发工程师,9K-14K,成都,本科,1-3年,少于50人,民营公司,四川威名智慧物流科技有限公司,开发工程师,11.5,9.0,14.0,,False,成都
63196,数据开发工程师,15K-30K,北京,本科,3-5年,1000-5000人,民营公司,奇点浩翰数据技术（北京）有限公司,开发工程师,22.5,15.0,30.0,,False,北京
